0,12627.47
1,73098.805
2,59548.965
3,42636.63
4,28082.932
5,7127.775
6,53301.734
7,54178.453
8,22733.186
9,13947.879
10,78675.836
11,48836.21
12,32497.742
13,20944.451
14,39879.18
15,23416.012
16,28186.65
17,38284.445
18,52330.67
19,40796.84
20,49418.758
21,18043.016
22,34622.67
23,22152.16
24,33756.93
25,20217.215
26,27390.121
27,66605.9
28,24522.8
29,16791.314
30,56768.04
31,21246.75
32,39890.94
33,148203.95
34,52416.363
35,60346.383
36,14858.059
37,30604.38
38,81260.06
39,61028.61
40,160356.77
41,22900.738
42,51856.633
43,115143.68
44,9225.196
45,35398.035
46,38680.402
47,40150.47
48,32101.383
49,25064.63
50,31156.207
51,26534.031
52,38360.99
53,65341.594
54,20482.352
55,12390.366
56,31070.705
57,68946.43
58,40774.766
59,99821.68
60,30740.043
61,62097.38
62,21348.62
63,42109.08
64,39104.367
65,17969.516
66,17002.912
67,18739.402
68,39440.203
69,19230.352
70,39246.203
71,35999.016
72,44980.027
73,43787.58
74,9330.856
75,133517.77
76,51347.492
77,30908.45
78,44615.895
79,92051.664
80,58526.523
81,92319.46
82,15308.218
83,17182.21
84,21637.512
85,16811.252
86,64510.68
87,17048.158
88,80256.875
89,4332.732
90,43613.125
91,13688.28
92,43881.703
93,25888.742
94,24218.89
95,58510.773
96,34591.83
97,20892.908
98,11064.668
99,199757.31
100,147900.39
101,87068.46
102,39309.305
103,19615.418
104,19163.145
105,57788.117
106,37950.816
107,30106.068
108,106116.34
109,75778.21
110,43876.156
111,39870.4
112,20513.172
113,30644.324
114,47402.945
115,4806.1523
116,56237.04
117,45988.8
118,31671.389
119,21324.098
120,37552.11
121,28842.035
122,32880.02
123,13410.751
124,9073.886
125,33923.145
126,48474.766
127,49950.734
128,43671.12
129,115000.9
130,32759.283
131,47478.44
132,10183.229
133,79852.25
134,17267.793
135,30539.8
136,134786.66
137,183886.67
138,105320.37
139,11331.856
140,14504.937
141,30030.568
142,24090.822
143,9366.405
144,112318.88
145,6716.5156
146,138523.42
147,36101.453
148,5546.3774
149,10234.866
150,84139.37
151,164155.27
152,27097.334
153,16131.546
154,46041.625
155,37824.594
156,40331.24
157,44765.906
158,4646.605
159,20106.283
160,279443.4
161,75285.98
162,44003.97
163,9013.774
164,37618.13
165,59450.984
166,16431.043
167,65170.387
168,28204.41
169,50668.08
170,102461.945
171,88177.57
172,116919.695
173,16622.682
174,87406.38
175,11412.762
176,76622.91
177,19276.055
178,22427.82
179,127646.77
180,59979.03
181,12103.627
182,28389.16
183,13967.812
184,66656.38
185,14305.148
186,17183.438
187,62469.29
188,25132.438
189,31715.916
190,58177.383
191,6034.8296
192,44578.094
