0,16347.623857805525
1,101936.67331937434
2,95076.76664048528
3,49333.91726176788
4,39354.64489363603
5,8837.434236219568
6,65930.65308806907
7,66092.88291463749
8,24640.77512081762
9,19433.35266464291
10,96196.42887150616
11,104222.06830462647
12,52521.58739733023
13,29539.35517040858
14,54213.747870573454
15,35360.644078882004
16,30566.515164751156
17,48031.10707805714
18,58222.02581706861
19,120642.19969518355
20,78538.10079511907
21,22153.085323981013
22,45556.99011926706
23,30704.679794818174
24,40190.85070021987
25,23451.699548472716
26,38312.073228531066
27,97130.70067574682
28,26396.80001105151
29,30258.485763879045
30,69142.56329916212
31,28623.419492932924
32,55461.14373601484
33,241469.08080057017
34,65019.102209035336
35,72034.88207049598
36,18204.768673925475
37,42569.144008499374
38,106267.77181428378
39,81946.7265330487
40,309185.6877920575
41,26433.8977797322
42,87373.47098548264
43,142754.82181145615
44,20384.11902945216
45,39289.909403098805
46,74234.42635217277
47,66649.00198450279
48,41943.15755153293
49,19018.123793425675
50,28583.800896156048
51,34513.89731209848
52,38495.191078097756
53,87012.58439770745
54,31610.77231461439
55,19035.120560672356
56,44765.83099173147
57,93411.25139986952
58,61029.70795636191
59,120141.05548021979
60,39261.4198158436
61,64002.16364576066
62,28909.87892592543
63,58231.12819938858
64,54663.69540443367
65,23155.154925511317
66,32237.438886385837
67,25288.74926365585
68,44296.15878607425
69,28189.183956896926
70,45566.59073368704
71,42903.265184451055
72,62786.9296338953
73,49358.72159780747
74,5849.550433235249
75,173601.99904779223
76,87536.74769122418
77,65254.136791074685
78,71034.28507775464
79,113335.03884845454
80,69260.15969355669
81,155425.5759969302
82,24910.62759910388
83,40012.13865161716
84,28705.88719147991
85,24449.317117554452
86,135523.3183046935
87,18933.06645783398
88,94511.3301985414
89,4131.1991870348165
90,48778.15507881204
91,12584.719150183795
92,55132.044110775874
93,33708.02666885419
94,36163.304122034584
95,59075.5647272765
96,42753.86454030717
97,27143.032658032087
98,15457.907463708158
99,242235.70755765282
100,215858.85158582148
101,140902.2219200971
102,50323.63476436672
103,29315.074416973497
104,27291.270681452654
105,166324.8908317834
106,64069.20629653256
107,38056.80701634774
108,144588.85974365933
109,116768.18453894739
110,70178.67600952715
111,63390.08827862841
112,28189.287370909253
113,41244.927571622364
114,54251.681238043224
115,11588.06648205849
116,77355.0554626098
117,61287.035099160246
118,47586.538755037196
119,26815.85186817757
120,47021.955628885196
121,40144.59535897636
122,63151.28104945696
123,25682.888382263995
124,12657.794877285209
125,40176.88180490192
126,52235.26188270001
127,61218.23065016096
128,81542.2255339346
129,150558.3076898374
130,49886.5767534973
131,55020.66864142229
132,13092.119257751629
133,116820.38115459164
134,19164.364829787053
135,40918.7940071058
136,172840.7762653662
137,226643.95080452928
138,201825.1133217282
139,29385.700569623725
140,16646.760569176087
141,52953.84076624153
142,32008.40038489216
143,8236.998315782552
144,141274.89778935115
145,10557.482839352266
146,159505.00944162888
147,44882.37595177461
148,12592.965435715423
149,9698.04322048576
150,130437.5228302192
151,181954.7016890135
152,43167.23244006676
153,23880.38317335999
154,53691.77068175552
155,46472.92579045659
156,98242.38705925997
157,52819.74814986342
158,5558.459480730281
159,20993.951938297494
160,316358.3826299806
161,106190.26369027307
162,51373.91213543512
163,9382.714243974842
164,50149.255295095914
165,72481.43663484322
166,24733.117458322988
167,76360.84227919909
168,45892.435648626
169,59561.0312103791
170,155720.4493691318
171,113039.61272438588
172,165895.34212060776
173,113029.71325731803
174,179705.65964132414
175,13979.71529784976
176,93023.55767949096
177,29205.687773563473
178,33068.52909245056
179,107621.19667239829
180,94070.91414038987
181,19060.717171572658
182,23603.18498200248
183,18610.296135631597
184,77354.13910746298
185,17708.278699229046
186,28540.49820112911
187,76416.94513353329
188,36734.35088464424
189,37495.85015081647
190,61347.38464636951
191,12951.34857348611
192,111453.88820037947
193,125802.05433698904
194,168121.8820701064
195,50280.57852492033
196,56283.100603632476
197,13726.557161091718
198,46701.22621523442
199,140227.3060471301
200,57050.78123957424
201,10531.45298311927
202,45656.18236999156
203,77461.54987461804
204,11785.475971197282
205,14650.3159557109
206,32926.11200057019
207,88237.9901823673
208,7302.946142336565
209,27415.776043186812
210,72180.10299208469
211,56456.948550129426
212,53993.055535722655
213,7667.2733463322875
214,9500.456459838086
215,57457.30775831277
216,36068.59509104459
217,118543.39541639727
218,41980.2482125314
219,116682.57723231915
220,34608.0340656551
221,61994.15684356421
222,30156.070444645004
223,125810.86421153159
224,19035.76035595714
225,61824.27753220983
226,56279.4561539167
227,24120.59050445411
228,124250.15872520041
229,69902.56736303188
230,92813.91340401804
231,16580.222730582875
232,42617.81444275758
233,4008.113656137025
234,54669.158205983134
235,57318.16566230241
236,45570.58137807599
237,36460.81846716025
238,25856.162116813084
239,36915.42235828616
240,82676.58822501448
241,73068.23184679661
242,17381.16249759163
243,99131.14118888685
244,32488.553387615928
245,61218.79838980867
246,53883.08665815477
247,43036.708768281685
248,40265.24767291251
249,61387.87280947449
250,47929.83237056655
251,181503.17665368167
252,203878.629653621
253,49625.10976531991
254,44610.49790509327
255,47884.585193302315
256,104441.92250387417
257,61384.37552297608
258,37596.03716494987
259,44789.059841639115
260,12497.870326689621
261,35076.09686123966
262,102185.67256553586
263,33873.921961064116
264,47257.417192685134
265,200021.43387214802
266,25004.07009128573
267,99856.5151964956
